time,open,high,low,close,vol
1733460300,97824.0,97972.85,97824.0,97877.5,152.85524
1733461200,97877.51,98068.58,97633.26,98068.58,259.97449
1733462100,98068.58,98266.66,97999.93,98056.01,332.24831
1733463000,98056.0,98124.0,97766.74,97784.0,200.97729
1733463900,97784.0,98020.0,97768.0,97864.01,219.60721
1733464800,97864.02,98024.0,97755.09,97978.28,244.00431
1733465700,97978.29,98196.0,97960.97,98117.64,285.1366
1733466600,98117.64,98275.9,97993.67,97993.67,296.57409
1733467500,97993.68,98126.75,97818.24,98079.96,330.15123
1733468400,98079.97,98100.0,98031.51,98035.0,26.95794
1733469300,97817.26,97851.98,97804.5,97851.98,45.02831
1733470200,97938.08,97956.2,97924.0,97956.17,32.58662
1733471100,97957.5,97990.53,97938.85,97990.53,20.74529
